date,grade,price_per_kg
2024-12-02,특,11947.2
2024-12-03,특,7903.7
2024-12-04,특,12036.4
2024-12-05,특,8329.3
2024-12-06,특,10306.3
2024-12-07,특,10306.3
2024-12-09,특,10289.5
2024-12-10,특,7282.8
2024-12-11,특,12817.4
2024-12-12,특,11747.8
2024-12-13,특,12656.1
2024-12-14,특,12656.1
2024-12-16,특,10716.5
2024-12-17,특,14937.6
2024-12-18,특,5581.6
2024-12-19,특,9836.0
2024-12-20,특,10523.3
2024-12-21,특,10523.3
2024-12-23,특,10597.9
2024-12-24,특,10978.1
2024-12-25,특,9060.0
2024-12-26,특,11291.5
2024-12-27,특,6400.0
2024-12-28,특,6400.0
2024-12-30,특,6545.3
2024-12-31,특,6545.3
2025-01-02,특,6545.3
2025-01-03,특,14766.2
2025-01-04,특,4200.0
2025-01-06,특,10413.2
2025-01-07,특,10368.7
2025-01-08,특,10498.2
2025-01-09,특,15189.0
2025-01-10,특,7616.7
2025-01-11,특,7616.7
2025-01-13,특,15950.0
2025-01-14,특,9603.9
2025-01-15,특,11239.8
2025-01-16,특,10900.0
2025-01-17,특,3300.0
2025-01-18,특,8600.0
2025-01-20,특,8600.0
2025-01-21,특,8600.0
2025-01-22,특,8300.0
2025-01-23,특,11396.2
2025-01-24,특,11396.2
2025-01-25,특,11396.2
2025-01-27,특,11396.2
2025-01-28,특,11396.2
2025-02-01,특,11396.2
2025-02-03,특,5000.0
2025-02-04,특,8500.0
2025-02-05,특,8617.1
2025-02-06,특,8213.6
2025-02-07,특,11188.5
2025-02-08,특,11188.5
2025-02-10,특,10056.6
2025-02-11,특,10166.2
2025-02-13,특,9894.2
2025-02-14,특,10517.5
2025-02-15,특,10517.5
2025-02-17,특,14330.3
2025-02-18,특,8237.4
2025-02-19,특,11957.5
2025-02-20,특,10200.8
2025-02-21,특,11131.8
2025-02-22,특,11131.8
2025-02-24,특,12016.7
2025-02-25,특,8584.9
2025-02-26,특,14149.0
2025-02-27,특,8388.5
2025-02-28,특,12423.9
2025-03-01,특,12423.9
2025-03-03,특,9607.1
2025-03-04,특,10030.9
2025-03-06,특,13436.7
2025-03-07,특,10277.2
2025-03-08,특,10277.2
2025-03-10,특,11697.6
2025-03-11,특,10959.7
2025-03-12,특,11216.4
2025-03-13,특,10761.8
2025-03-14,특,9819.6
2025-03-15,특,15344.8
2025-03-17,특,12037.5
2025-03-18,특,12176.8
2025-03-19,특,9814.4
2025-03-20,특,10276.9
2025-03-21,특,12133.2
2025-03-22,특,15476.2
2025-03-24,특,11451.8
2025-03-25,특,10990.3
